date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,p-Flotation Column 01 Air Flow,p-Flotation Column 02 Air Flow,p-Flotation Column 03 Air Flow,p-Flotation Column 04 Air Flow,p-Flotation Column 05 Air Flow,p-Flotation Column 06 Air Flow,p-Flotation Column 07 Air Flow,p-Flotation Column 01 Level,p-Flotation Column 02 Level,p-Flotation Column 03 Level,p-Flotation Column 04 Level,p-Flotation Column 05 Level,p-Flotation Column 06 Level,p-Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 01:00:00,55.2,16.980000000000018,3162.625025862068,578.7866781609192,398.75336781609184,10.11348735632184,1.7295581609195396,251.1666724137931,250.22608620689653,250.1782873563217,295.0959999999996,306.4000000000009,251.23252873563226,250.208183908046,450.3837758620692,446.8918448275865,450.4745229885058,449.9122586206894,455.7921609195404,464.3833103448278,450.53274712643685,66.90999999999988,1.3100000000000018
2017-03-10 02:00:00,55.20000000000002,16.980000000000018,3133.256388888891,537.2196611111112,399.87182222222236,10.129741666666664,1.6677842222222223,249.8805888888888,250.21405000000004,250.0333166666668,295.0959999999995,306.40000000000094,249.9094944444444,249.8975722222221,449.37336111111097,450.2493555555557,450.08122222222227,450.32880555555533,448.7229833333335,455.50152777777777,451.3877000000003,67.05999999999996,1.1100000000000043
2017-03-10 03:00:00,55.20000000000002,16.980000000000018,3479.4829444444454,591.9067444444444,398.7638055555556,10.048403333333336,1.7327108333333332,250.1613277777777,250.10416666666663,250.04635,295.0959999999995,306.40000000000094,250.2421611111113,250.4841833333332,449.9728777777778,450.86871111111117,450.9018222222223,451.1458222222222,451.1341888888888,459.98131111111115,450.29672222222206,66.96999999999986,1.2700000000000038
2017-03-10 04:00:00,55.20000000000002,16.980000000000018,3228.0364358333336,593.1701055555553,399.86698333333374,9.918614000000009,1.7310558333333348,250.20877222222188,250.2047611111111,250.12086111111088,295.0959999999995,306.40000000000094,249.82512222222232,250.1576222222219,487.9407055555552,491.46211111111086,487.3872055555556,494.5281833333333,495.664011111111,502.76384999999976,494.93988888888896,66.75,1.3600000000000063
2017-03-10 05:00:00,55.20000000000002,16.980000000000018,3327.280738888889,619.7108055555552,399.6150888888889,9.746029222222225,1.7658792222222242,249.9178000000001,250.1604944444444,250.01350000000008,295.0959999999995,306.40000000000094,250.2496000000001,250.07863888888886,549.0315388888888,549.9831555555558,549.4595722222222,549.9754833333335,549.5125333333333,560.6962999999997,550.2717722222221,66.62999999999981,1.340000000000003
2017-03-10 06:00:00,55.20000000000002,16.980000000000018,3405.162222222221,621.8785388888889,399.7493444444444,9.892237111111113,1.7650640555555526,249.89829444444442,250.11102222222232,250.07538333333332,295.0959999999995,306.40000000000094,249.94249444444446,250.1498777777776,550.5995666666666,549.929138888889,549.0892444444446,549.6096999999997,549.2207000000002,561.0516444444444,551.0907666666668,66.85000000000021,1.1500000000000037
2017-03-10 07:00:00,54.95000000000002,17.400000000000055,2865.8784277777777,618.1863666666667,400.34513333333354,10.180425555555551,1.7654223333333332,250.3506666666666,250.27659444444438,250.0668444444444,295.0959999999995,306.40000000000094,250.05003333333352,250.06273333333328,549.5399777777783,550.7790500000001,550.9951833333332,550.4599722222224,549.721688888889,569.6192777777776,550.5758166666661,65.76000000000018,2.7599999999999936
2017-03-10 08:00:00,54.95000000000002,17.400000000000055,3306.7536266666675,595.6809833333333,400.12874444444486,10.180202777777778,1.7661564444444426,249.80609444444428,250.23687777777766,250.00902777777745,295.0959999999995,306.40000000000094,250.20051666666646,250.0518944444442,550.3122999999997,550.0976999999997,549.3166277777781,549.6357722222219,548.4477277777775,567.5989555555553,550.0110166666666,65.88999999999993,2.6499999999999915
2017-03-10 09:00:00,54.95000000000002,17.400000000000055,3784.48711111111,592.3679833333333,400.2784666666668,9.940502833333337,1.7600502777777731,250.0637888888887,249.90368888888875,250.00544444444455,295.0959999999995,306.40000000000094,250.16781666666648,250.07197222222229,549.8792388888891,549.2459611111112,550.3712000000002,551.3699999999994,549.1485277777776,563.1761277777779,550.217227777778,66.68000000000015,1.7299999999999995
2017-03-10 10:00:00,54.95000000000002,17.400000000000055,3316.753911111112,582.9060944444445,399.77366666666666,10.104197277777775,1.761051388888886,250.09676666666655,250.00297777777766,250.0462388888889,295.0959999999995,306.40000000000094,250.1112333333331,249.9897777777776,550.1431277777779,549.3267944444441,549.1419055555557,548.2125583333334,546.7677722222223,556.4767166666668,549.2194222222223,66.52000000000028,1.810000000000002
2017-03-10 11:00:00,54.95000000000002,17.400000000000055,3687.331733333333,518.7408555555555,400.13644444444435,10.199152222222224,1.7749379444444455,250.3756833333331,250.31224444444425,250.0917611111108,295.0959999999995,306.40000000000094,250.0909777777776,250.05484444444423,549.3336055555557,551.194961111111,549.6130166666667,550.8432027777781,552.5506055555558,549.6690416666669,550.4235444444445,65.54999999999986,2.8299999999999947
2017-03-10 12:00:00,54.95000000000002,17.400000000000055,4497.958333333333,559.8308999999998,399.761872222222,10.053221222222222,1.7764369999999965,250.20953333333347,250.20711666666682,250.0451277777779,295.0959999999995,306.40000000000094,250.0602500000004,250.1095833333333,551.1101833333331,549.5186555555557,550.13735,551.1719833333336,547.1877333333333,543.1300111111112,548.713972222222,65.54999999999986,2.8299999999999947
2017-03-10 13:00:00,54.95000000000002,17.400000000000055,4707.070111111112,543.6981777777775,400.4066833333332,10.313012777777779,1.7735975555555563,250.19521111111118,250.0733111111111,250.11871111111103,295.0959999999995,306.40000000000094,250.02929999999995,250.02929444444442,550.5890333333335,550.0930555555552,549.3815888888888,551.3063111111113,547.9603944444443,554.8777833333335,549.3793222222225,66.73999999999982,1.5
2017-03-10 14:00:00,54.95000000000002,17.400000000000055,4253.600277777776,530.3331611111112,399.64134444444426,10.401227777777764,1.779951166666662,249.97116666666645,249.5565444444445,249.97821666666655,295.0959999999995,306.40000000000094,250.0626944444444,249.97455555555547,550.8629166666666,548.7506944444445,550.424711111111,553.9048000000001,550.9978444444441,550.8668722222222,550.2386611111111,66.26000000000018,1.939999999999998
2017-03-10 15:00:00,54.95000000000002,17.400000000000055,5412.929166666666,517.839627777778,398.9583444444445,10.262075555555557,1.7826503888888892,249.96373888888883,250.2233666666664,250.13268333333332,295.0959999999995,306.40000000000094,250.05831666666649,250.0799944444444,549.6959777777777,550.3759500000001,549.3842999999996,551.8177444444441,550.474172222222,555.9822333333336,550.9361833333332,67.60000000000022,1.0900000000000027
2017-03-10 16:00:00,55.98999999999983,17.159999999999975,5306.341499999997,523.7905,399.31058333333334,10.366403888888888,1.7806769999999963,250.4243500000001,249.7874,250.01385000000008,295.0959999999995,306.40000000000094,250.03806111111118,250.0143166666668,549.0508277777778,549.3156611111108,550.3530999999996,549.8356277777775,551.3209277777779,562.8201055555553,550.3192111111108,67.29999999999986,1.5099999999999962
